Authors,Titles,Year,Page count,Link
Loizzo F.G.C.; Fiorini L.; Sorrentino A.; Di Nuovo A.; Rovini E.; Cavallo F.,Combined Vision and Wearable System for Daily Activity Recognition,2022,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135804973&doi=10.1007%2f978-3-031-08838-4_16&partnerID=40&md5=d0d17b3d5f1b834d2812f158037cd7bc
Morales J.; Yoshimura N.; Xia Q.; Wada A.; Namioka Y.; Maekawa T.,Acceleration-based Human Activity Recognition of Packaging Tasks Using Motif-guided Attention Networks,2022,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129967480&doi=10.1109%2fPerCom53586.2022.9762388&partnerID=40&md5=0ccb3f3dda71d01b29ac41c7375426f1
Khaertdinov B.; Ghaleb E.; Asteriadis S.,Contrastive self-supervised learning for sensor-based human activity recognition,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113283727&doi=10.1109%2fIJCB52358.2021.9484410&partnerID=40&md5=a4cf4be1c191078ad42cc2e42b660069
Mirmomeni M.; Kulik L.; Bailey J.,A Transferable Technique for Detecting and Localising Segments of Repeating Patterns in Time series,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116498460&doi=10.1109%2fIJCNN52387.2021.9534157&partnerID=40&md5=3e56603b297f7f51fa5171338bef7b91
Vyas R.; Doddabasappla K.,FFT Spectrum Spread with Machine Learning (ML) Analysis of Triaxial Acceleration from Shirt Pocket and Torso for Sensing Coughs while Walking,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121346511&doi=10.1109%2fLSENS.2021.3133887&partnerID=40&md5=db1971c2a5109cd9d8f71ebf89c0733a
Mekruksavanich S.; Jitpattanakul A.,Sport-Related Activity Recognition from Wearable Sensors Using Bidirectional GRU Network,2022,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131256515&doi=10.32604%2fiasc.2022.027233&partnerID=40&md5=9c7c251d5356ffb44e5dab649fafbc6f
Bursa S.O.; Incel O.D.; Alptekin G.I.,Transforming Deep Learning Models for Resource-Efficient Activity Recognition on Mobile Devices,2022,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130506231&doi=10.1109%2fCIoT53061.2022.9766512&partnerID=40&md5=c70c1eab45136c5f6c57a1bea90342a5
Link J.; Perst T.; Stoeve M.; Eskofier B.M.,Wearable Sensors for Activity Recognition in Ultimate Frisbee Using Convolutional Neural Networks and Transfer Learning,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127053146&doi=10.3390%2fs22072560&partnerID=40&md5=1604bbfb0d499e4226672e00986af359
Ankalaki S.; Thippeswamy M.N.,THE CUSTOMIZED 1D CNN FOR SENSOR-BASED HUMAN ACTIVITY RECOGNITION USING VARIOUS BENCHMARK DATASETS,2022,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135417307&partnerID=40&md5=c465ed3d0d23919d579f83f56073fa93
Mekruksavanich S.; Jantawong P.; Jitpattanakul A.,Recognition of Human Activity from ECG and IMU Signals Using Deep Learning Networks,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138496186&doi=10.1109%2fTENSYMP54529.2022.9864495&partnerID=40&md5=d0120d95024f319987f8e96df242f94d
Ionut-Cristian S.; Dan-Marius D.,Using inertial sensors to determine head motion—a review,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121390094&doi=10.3390%2fjimaging7120265&partnerID=40&md5=8ce8349c8986c86bc809bf6e145c92f1
Sena J.; Barreto J.; Caetano C.; Cramer G.; Schwartz W.R.,Human activity recognition based on smartphone and wearable sensors using multiscale DCNN ensemble,2021,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098090899&doi=10.1016%2fj.neucom.2020.04.151&partnerID=40&md5=ab9f1591a1b242c90b67b1839f2d4de7
Zhou B.; Wang C.; Huan Z.; Li Z.; Chen Y.; Gao G.; Li H.; Dong C.; Liang J.,A Novel Segmentation Scheme with Multi-Probability Threshold for Human Activity Recognition Using Wearable Sensors,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139803038&doi=10.3390%2fs22197446&partnerID=40&md5=ce82a9b2a583dcbb60f31267616505a9
Benhaili Z.; Abouqora Y.; Balouki Y.; Moumoun L.,Basic Activity Recognition from Wearable Sensors Using a Lightweight Deep Neural Network,2022,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132744793&doi=10.13052%2fjicts2245-800X.1028&partnerID=40&md5=258b58a866012d74bfb1f5dab76414e8
Zheng W.; Yan L.; Gou C.; Wang F.-Y.,Meta-learning meets the Internet of Things: Graph prototypical models for sensor-based human activity recognition,2022,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119181735&doi=10.1016%2fj.inffus.2021.10.009&partnerID=40&md5=56340294adf082ca6a48724a81163c91
Zebhi S.,Human Activity Recognition Using Wearable Sensors Based on Image Classification,2022,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132515812&doi=10.1109%2fJSEN.2022.3174280&partnerID=40&md5=a73568afc00076203270aaa4ad1f9c7f
Mekruksavanich S.; Jantawong P.; Hnoohom N.; Jitpattanakul A.,Refined LSTM Network for Sensor-based Human Activity Recognition in Real World Scenario,2022,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141937048&doi=10.1109%2fICSESS54813.2022.9930218&partnerID=40&md5=ad47e15501e7b53148e38dae944aa0f7
Cheng X.; Zhang L.; Tang Y.; Liu Y.; Wu H.; He J.,Real-Time Human Activity Recognition Using Conditionally Parametrized Convolutions on Mobile and Wearable Devices,2022,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124770286&doi=10.1109%2fJSEN.2022.3149337&partnerID=40&md5=fd703067c40f4f48fdb506a20e858a97
Hartmann Y.; Liu H.; Schultz T.,Interactive and Interpretable Online Human Activity Recognition,2022,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130598752&doi=10.1109%2fPerComWorkshops53856.2022.9767207&partnerID=40&md5=a15f681535f4c24a90323cb9be4935f8
Jantawong P.; Jitpattanakul A.; Mekruksavanich S.,Enhancement of Human Complex Activity Recognition using Wearable Sensors Data with InceptionTime Network,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117455647&doi=10.1109%2fIBDAP52511.2021.9552133&partnerID=40&md5=63a7bd3f32a0d7e35b71c8a498a42347
Dib W.; Ghanem K.; Ababou A.; Eskofier B.M.,Human Activity Recognition Based on the Fading Characteristics of the On-Body Channel,2022,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126543159&doi=10.1109%2fJSEN.2022.3159992&partnerID=40&md5=c68c8909299acab1200ce03866645fed
Imran H.A.; Hamza K.; Mehmood Z.,HARResNext: An efficient ResNext inspired network for human activity recognition with inertial sensors,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133176693&doi=10.1109%2fICoDT255437.2022.9787447&partnerID=40&md5=4e93a5ef975f01b1713416b7f4bf237a
Tang Y.; Zhang L.; Wu H.; He J.; Song A.,Dual-Branch Interactive Networks on Multichannel Time Series for Human Activity Recognition,2022,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139572079&doi=10.1109%2fJBHI.2022.3193148&partnerID=40&md5=6776bf60482d8b1dd66c5844eacb8ce0
Hnoohom N.; Chotivatunyu P.; Mekruksavanich S.; Jitpattanakul A.,Multi-resolution CNN for Lower Limb Movement Recognition Based on Wearable Sensors,2022,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142674497&doi=10.1007%2f978-3-031-20992-5_10&partnerID=40&md5=78d0e398d0957ed813ef9bd7293cf405
Boga J.; Kumar V.D.,Human activity recognition by wireless body area networks through multi-objective feature selection with deep learning,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127577934&doi=10.1111%2fexsy.12988&partnerID=40&md5=79c3812ab9a5e6d88b197c00b7d2cdd0
Kalabakov S.; Gjoreski M.; Gjoreski H.; Gams M.,Analysis of deep transfer learning using deepconvlstm for human activity recognition fromwearable sensors,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112332275&doi=10.31449%2finf.v45i2.3648&partnerID=40&md5=138ab8e4caf310c6b4b813e561ee79bd
Fu Z.; He X.; Wang E.; Huo J.; Huang J.; Wu D.,Personalized human activity recognition based on integrated wearable sensor and transfer learning,2021,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099878206&doi=10.3390%2fs21030885&partnerID=40&md5=7651dd2d7743387a2feb2abaa16be865
Hoai Thu N.T.; Han D.S.,HiHAR: A Hierarchical Hybrid Deep Learning Architecture for Wearable Sensor-Based Human Activity Recognition,2021,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118555912&doi=10.1109%2fACCESS.2021.3122298&partnerID=40&md5=29efa378f1e8881ad60e64f054f9cbff
Coffen B.; Mahmud M.S.,TinyDL: Edge computing and deep learning based real-time hand gesture recognition using wearable sensor,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104874408&doi=10.1109%2fHEALTHCOM49281.2021.9399005&partnerID=40&md5=5cb8001610bd26dd4259a4e17e7aaa3e
Huynh-The T.; Hua C.-H.; Tu N.A.; Kim D.-S.,Physical Activity Recognition with Statistical-Deep Fusion Model Using Multiple Sensory Data for Smart Health,2021,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098375329&doi=10.1109%2fJIOT.2020.3013272&partnerID=40&md5=391fddb8e7b57a809f0612f96c232c56
Ranieri C.M.; Macleod S.; Dragone M.; Vargas P.A.; Romero R.A.F.,"Activity recognition for ambient assisted living with videos, inertial units and ambient sensors",2021,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099753532&doi=10.3390%2fs21030768&partnerID=40&md5=bbd71a1faa42a0ce935cfb4f0b205758
Fioretti S.; Olivastrelli M.; Poli A.; Spinsante S.; Strazza A.,ADLs Detection with a Wrist-Worn Accelerometer in Uncontrolled Conditions,2021,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106145851&doi=10.1007%2f978-3-030-76066-3_16&partnerID=40&md5=edd44b9b47fa8360194f2a14dcdfc0ff
Meng Z.; Zhang M.; Guo C.; Fan Q.; Zhang H.; Gao N.; Zhang Z.,Recent progress in sensing and computing techniques for human activity recognition and motion analysis,2020,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090520347&doi=10.3390%2felectronics9091357&partnerID=40&md5=894596a74dabffc4f1ac3fbe4ec5cb7c
Mahmud T.; Akash S.S.; Fattah S.A.; Zhu W.-P.; Ahmad M.O.,Human Activity Recognition from Multi-modal Wearable Sensor Data Using Deep Multi-stage LSTM Architecture Based on Temporal Feature Aggregation,2020,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090595582&doi=10.1109%2fMWSCAS48704.2020.9184666&partnerID=40&md5=e3d1d13dfb27994b6afe4b1f722abef9
Aljarrah A.A.; Ali A.H.,Human Activity Recognition by Deep Convolution Neural Networks and Principal Component Analysis,2021,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102032201&doi=10.1007%2f978-3-030-57835-0_10&partnerID=40&md5=f9fdb2a7eb290e960878fa1e93b6fbbd
Zhang L.; Zhang W.; Japkowicz N.,Conditional-Unet: A condition-aware deep model for coherent human activity recognition from wearables,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110471930&doi=10.1109%2fICPR48806.2021.9412851&partnerID=40&md5=4af78a858496c43a0f512bde9d3468e0
,"1st International Conference on Spatial Data and Intelligence, SpatialDI 2020",2021,290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103245083&partnerID=40&md5=75120db38014c4a1a086996f00db8f03
Martinez-Villaseñor L.; Ponce H.,Design and analysis for fall detection system simplification,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083914354&doi=10.3791%2f60361&partnerID=40&md5=d2f74a5a69fd0590f9224fe159717a51
Hiremath S.K.; Ploetz T.,On the Role of Context Length for Feature Extraction and Sequence Modeling in Human Activity Recognition,2020,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115927635&doi=10.1145%2f3460421.3478825&partnerID=40&md5=b6c0f457f0b5c5070dbeb6a9457fe97c
Ye J.; Qi G.-J.; Zhuang N.; Hu H.; Hua K.A.,Learning Compact Features for Human Activity Recognition Via Probabilistic First-Take-All,2020,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054500997&doi=10.1109%2fTPAMI.2018.2874455&partnerID=40&md5=c3e9cea78162965351a7cbb85c6abcac
Hartmann Y.; Liu H.; Schultz T.,Feature space reduction for human activity recognition based on multi-channel biosignals,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103857631&partnerID=40&md5=1c3ea31e9086284af9adef4e84f8b800
Gupta A.; Gupta K.; Gupta K.; Gupta K.,A Survey on Human Activity Recognition and Classification,2020,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091338764&doi=10.1109%2fICCSP48568.2020.9182416&partnerID=40&md5=614f3c3cccea7099e5a2d5a3c2013033
Müller P.N.; Rauterberg F.; Achenbach P.; Tregel T.; Göbel S.,Physical Exercise Quality Assessment Using Wearable Sensors,2021,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117903027&doi=10.1007%2f978-3-030-88272-3_17&partnerID=40&md5=3bcf990726a26d60dac4b07bfbab6adc
Rustam F.; Reshi A.A.; Ashraf I.; Mehmood A.; Ullah S.; Khan D.M.; Choi G.S.,Sensor-Based Human Activity Recognition Using Deep Stacked Multilayered Perceptron Model,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097438361&doi=10.1109%2fACCESS.2020.3041822&partnerID=40&md5=dc760bdd5055d2ea7736c80adcf9705c
Stolovas I.; Suarez S.; Pereyra D.; De Izaguirre F.; Cabrera V.,Human activity recognition using machine learning techniques in a low-resource embedded system,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124366722&doi=10.1109%2fURUCON53396.2021.9647236&partnerID=40&md5=12f15f86f799c370b29c64f161873916
Gupta P.; McClatchey R.; Caleb-Solly P.,Tracking changes in user activity from unlabelled smart home sensor data using unsupervised learning methods,2020,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078480307&doi=10.1007%2fs00521-020-04737-6&partnerID=40&md5=82bccad3d2d8b76c0dd031df8c30657b
Ramirez H.; Velastin S.A.; Meza I.; Fabregas E.; Makris D.; Farias G.,Fall Detection and Activity Recognition Using Human Skeleton Features,2021,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101759581&doi=10.1109%2fACCESS.2021.3061626&partnerID=40&md5=7dd44407ac5f19d96be27c9857d3daa2
Irbaz M.S.; Azad A.; Sathi T.A.; Lota L.N.,Nurse care activity recognition based on machine learning techniques using accelerometer data,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091855053&doi=10.1145%2f3410530.3414339&partnerID=40&md5=19cd797b5dbc9705fe4e6b52509c05b9
Aktay T.; Efe M.Ö.,A comparative study of ANN tuning methods for multiclass daily activity and fall recognition,2020,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077501441&doi=10.1007%2f978-3-030-37548-5_3&partnerID=40&md5=020b7638aff20df2bd73e4049b978299
Soleimani E.; Nazerfard E.,Cross-subject transfer learning in human activity recognition systems using generative adversarial networks,2021,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096590410&doi=10.1016%2fj.neucom.2020.10.056&partnerID=40&md5=59587907805b884d38b5a689cf6f0ed1
Gonzalez S.; Stegall P.; Edwards H.; Stirling L.; Siu H.C.,"Ablation analysis to selectwearable sensors for classifying standing, walking, and running",2021,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099331706&doi=10.3390%2fs21010194&partnerID=40&md5=f1a3ee225c8cdd73a5930127b5ef374c
Ek S.; Portet F.; Lalanda P.; Vega G.,Evaluation of federated learning aggregation algorithms: Application to human activity recognition,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091889151&doi=10.1145%2f3410530.3414321&partnerID=40&md5=b2c82e3c0bfc70aaa52a9ea767720602
Nguyen K.T.; Mantyjarvi J.; Nguyen T.T.N.,Automatic storytelling from wearable sensor data for health and wellness applications,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125447344&doi=10.1109%2fBHI50953.2021.9508616&partnerID=40&md5=7df2e70e3cc9388f6e284cc39ca5e720
Yaguchi K.; Ikarigawa K.; Kawasaki R.; Miyazaki W.; Morikawa Y.; Ito C.; Shuzo M.; Maeda E.,Human activity recognition using multi-input CNN model with FFT spectrograms,2020,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091816258&doi=10.1145%2f3410530.3414342&partnerID=40&md5=2a7fe9b2f258778eb951ead352ef9699
,"2nd International Workshop on Deep Learning for Human Activity Recognition, DL-HAR 2020, held in conjunction with IJCAI-PRICAI 2020",2021,138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102770228&partnerID=40&md5=b43b858903d3f9da8208794e839de9ff
Kulkarni S.; Shreyas R.; Rk R.; Harshith M.; Srikanth S.; Gurugopinath S.,Human Activity Recognition Using Elliptical and Archimedean R-Vine Copulas with Multimodal Data,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123374010&doi=10.1109%2fCONECCT52877.2021.9622736&partnerID=40&md5=2d8c9e9050655ed8e80111fe60ffdb66
Muaaz M.; Chelli A.; Abdelgawwad A.A.; Mallofré A.C.; Pätzold M.,WiWeHAR: Multimodal human activity recognition using Wi-Fi and wearable sensing modalities,2020,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100954142&doi=10.1109%2fACCESS.2020.3022287&partnerID=40&md5=9b811791adf96e739e908ac18c48abda
Das D.B.; Birant D.,Classification of Hand-Based and Non-Hand-Based Physical Activities Using Wearable Sensors,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097664074&doi=10.1109%2fISMSIT50672.2020.9255171&partnerID=40&md5=7c95d632abf1ed07e80bf7fab6b752c5
Fazli M.; Kowsari K.; Gharavi E.; Barnes L.; Doryab A.,HHAR-net: Hierarchical Human Activity Recognition using Neural Networks,2021,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102288114&doi=10.1007%2f978-3-030-68449-5_6&partnerID=40&md5=e6f46650171bf969359835d167828bf4
Mekruksavanich S.; Jantawong P.; Hnoohom N.; Jitpattanakul A.,Bidirectional Gate Recurrent Unit Neural Network for Recognizing Face Touching Activities using Smartwatch Sensors,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125201886&doi=10.1109%2fICSEC53205.2021.9684642&partnerID=40&md5=f988cc4aee37995bb18711f3eb94385f
Li Y.; Zhang S.; Zhu B.; Wang W.,Accurate human activity recognition with multi-task learning,2020,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107979406&doi=10.1007%2fs42486-020-00042-2&partnerID=40&md5=d10bb92c24f4c48ee8f5a43519d5f025
Abbas M.; Jeannes R.L.B.,Characterizing Peaks in Acceleration Signals-Application to Physical Activity Detection Using Wearable Sensors,2020,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091748785&doi=10.1109%2fJSEN.2020.3000394&partnerID=40&md5=9ff486ffec9e4d4ce16b2fd0a3c1056c
Saini R.; Maan V.,Human Activity and Gesture Recognition: A Review,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095580095&doi=10.1109%2fICONC345789.2020.9117535&partnerID=40&md5=5f983750352e2388586c626da9ea382f
Lv T.; Wang X.; Jin L.; Xiao Y.; Song M.,A Hybrid Network Based on Dense Connection and Weighted Feature Aggregation for Human Activity Recognition,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084108066&doi=10.1109%2fACCESS.2020.2986246&partnerID=40&md5=b69cdfbb82da47e2bcaf8681213384d7
Elshafei M.; Costa D.E.; Shihab E.,On the impact of biceps muscle fatigue in human activity recognition,2021,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100249807&doi=10.3390%2fs21041070&partnerID=40&md5=71fa10ec951d31462bc444ff9ee6fc53
Razzaq M.A.; Quero J.M.; Cleland I.; Nugent C.; Akhtar U.; Bilal H.S.M.; Rehman U.U.; Lee S.,uMoDT: an unobtrusive multi-occupant detection and tracking using robust Kalman filter for real-time activity recognition,2020,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086787303&doi=10.1007%2fs00530-020-00664-7&partnerID=40&md5=128cdc061a5a1019a744de06b41c58d0
Rahimi Taghanaki S.; Rainbow M.J.; Etemad A.,Self-supervised Human Activity Recognition by Learning to Predict Cross-Dimensional Motion,2020,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115968850&doi=10.1145%2f3460421.3480417&partnerID=40&md5=af21e0c6db8352dbb627f528b3b8d77b
Psathas A.P.; Papaleonidas A.; Iliadis L.,Machine Learning Modeling of Human Activity Using PPG Signals,2020,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097564154&doi=10.1007%2f978-3-030-63007-2_42&partnerID=40&md5=ef16e27b5b95f353c841b13dbe727334
Muaaz M.; Chelli A.; Patzold M.,WiHAR: From Wi-Fi Channel State Information to Unobtrusive Human Activity Recognition,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088292249&doi=10.1109%2fVTC2020-Spring48590.2020.9128418&partnerID=40&md5=2c2fd87d0ea1ef20d4f146d6cb5f7cd5
Yen C.-T.; Liao J.-X.; Huang Y.-K.,Human daily activity recognition performed using wearable inertial sensors combined with deep learning algorithms,2020,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102848820&doi=10.1109%2fACCESS.2020.3025938&partnerID=40&md5=3b5470195bbad415ab3680d9a8d72ca0
Li T.; Fong S.; Wong K.K.L.; Wu Y.; Yang X.-S.; Li X.,Fusing wearable and remote sensing data streams by fast incremental learning with swarm decision table for human activity recognition,2020,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081134400&doi=10.1016%2fj.inffus.2020.02.001&partnerID=40&md5=deca735b3b288afc6ed1dbc7831cbb2d
Abbas M.; Jeannes R.L.B.,Exploiting Local Temporal Characteristics via Multinomial Decomposition Algorithm for Real-Time Activity Recognition,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114731335&doi=10.1109%2fTIM.2021.3108235&partnerID=40&md5=6c6c179f40d8c7ea4528191617abf0d1
Nurhanim K.; Elamvazuthi I.; Izhar L.I.; Capi G.; Su S.,EMG Signals Classification on Human Activity Recognition using Machine Learning Algorithm,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127011513&doi=10.1109%2fNICS54270.2021.9701461&partnerID=40&md5=b1b92908d84d8a27f1e9b6112940fadd
Mekruksavanich S.; Jitpattanakul A.,Smartwatch-based Human Activity Recognition Using Hybrid LSTM Network,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098733846&doi=10.1109%2fSENSORS47125.2020.9278630&partnerID=40&md5=144a6202879c4eb414200ac3452578d9
Ayman A.; Attalah O.; Shaban H.,Smart system for recognizing daily human activities based on wrist IMU sensors,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092421902&doi=10.1109%2fAECT47998.2020.9194154&partnerID=40&md5=029a4eef03b09e03995f7026c9cbcea4
Rivera P.; Valarezo E.; Kim T.-S.,An Integrated ARMA-Based Deep Autoencoder and GRU Classifier System for Enhanced Recognition of Daily Hand Activities,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099000443&doi=10.1142%2fS0218001421520066&partnerID=40&md5=b8b16e887b99c67d6c01ff0e9ab95e4a
Kong W.; He L.; Wang H.,Exploratory Data Analysis of Human Activity Recognition Based on Smart Phone,2021,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105886942&doi=10.1109%2fACCESS.2021.3079434&partnerID=40&md5=af98ea8b368b95739ef11bdf767b616f
Bock M.; Hölzemann A.; Moeller M.; Van Laerhoven K.,Improving Deep Learning for HAR with Shallow LSTMs,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115934184&doi=10.1145%2f3460421.3480419&partnerID=40&md5=c8ac4714e41434c6e55de1d706205f11
Gomaa W.,Comparative Analysis of Different Approaches to Human Activity Recognition Based on Accelerometer Signals,2021,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105381153&doi=10.1007%2f978-3-030-59338-4_16&partnerID=40&md5=b0d4d050423d950b79eba44fde8ca45c
Banjarey K.; Prakash Sahu S.; Kumar Dewangan D.,A Survey on Human Activity Recognition using Sensors and Deep Learning Methods,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105977250&doi=10.1109%2fICCMC51019.2021.9418255&partnerID=40&md5=8aa610df58198ea9f2aad373dd10d362
Elshafei M.; Shihab E.,Towards detecting biceps muscle fatigue in gym activity using wearables,2021,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099909239&doi=10.3390%2fs21030759&partnerID=40&md5=3d3361d8dc4bee8c5972aa581920d74a
Della-Libera V.; Llaria A.; Terrasson G.; Curea O.,Wearable inertial sensors to recognize basic human motion: What technology for what activity?,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098720605&doi=10.1109%2fICPS48405.2020.9274718&partnerID=40&md5=f259c4253b45b5a835711212c5eef3fc
Betancourt C.; Chen W.-H.; Kuan C.-W.,Self-Attention Networks for Human Activity Recognition Using Wearable Devices,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098868875&doi=10.1109%2fSMC42975.2020.9283381&partnerID=40&md5=b3d5f8cc9595de7ff0fd25a23d3e19ab
Noori F.M.; Uddin M.Z.; Torresen J.,Ultra-Wideband Radar-Based Activity Recognition Using Deep Learning,2021,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117245471&doi=10.1109%2fACCESS.2021.3117667&partnerID=40&md5=6c2af6622326b0006b5ce294193e3afe
Mekruksavanich S.; Jitpattanakul A.,Exercise Activity Recognition with Surface Electromyography Sensor using Machine Learning Approach,2020,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085611449&doi=10.1109%2fECTIDAMTNCON48261.2020.9090711&partnerID=40&md5=58d8707fd08ef5c36d17682684791188
Vighneshwara C.; Sowmya Kini M.; Praveen Shenoy K.,Robot Motion Control Using OpenPose,2021,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108906176&doi=10.1007%2f978-981-16-0336-5_5&partnerID=40&md5=5aef535475b7d5083be4c469adee8e21
Stoeve M.; Schuldhaus D.; Gamp A.; Zwick C.; Eskofier B.M.,From the laboratory to the field: Imu-based shot and pass detection in football training and game scenarios using deep learning,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105154950&doi=10.3390%2fs21093071&partnerID=40&md5=d7a0b81fc4eff3c04986aa7d3bdd4131
Mekruksavanich S.; Jitpattanakul A.,Biometric user identification based on human activity recognition using wearable sensors: An experiment using deep learning models,2021,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099861929&doi=10.3390%2felectronics10030308&partnerID=40&md5=5dd29eff4e2a06138b127408f6dc82fc
Khattar L.; Kapoor C.; Aggarwal G.,Analysis of Human Activity Recognition using Deep Learning,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103837295&doi=10.1109%2fConfluence51648.2021.9377114&partnerID=40&md5=ddfa70e339dd2c790ad9af60fbb3c30a
Mohmed G.; Lotfi A.; Pourabdollah A.,Employing a deep convolutional neural network for human activity recognition based on binary ambient sensor data,2020,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088378599&doi=10.1145%2f3389189.3397991&partnerID=40&md5=30bdce4249d8fbdc1aa13e807dba299c
